"k","error","cum_var_explained"
1,313.961499097716,0.801935822375386
2,311.281340974546,0.80530297103732
3,308.619518425811,0.808618512665648
4,306.003933679034,0.811848724995381
5,303.387356244163,0.815052654716672
6,300.763428600428,0.81823795474803
7,298.16292244114,0.821367523197848
8,295.625046156076,0.824395517043093
9,293.094424042108,0.827389083092895
10,290.559720087473,0.830361679597832
11,288.024271400199,0.833309319220927
12,285.510317640437,0.836206462986807
13,282.999871053962,0.8390742202268
14,280.514894181129,0.841887939711591
15,278.03392930702,0.844672360732431
16,275.557786918901,0.847426705776255
17,273.067229058961,0.850172230690145
18,270.583621174247,0.85288527101215
19,268.093959747352,0.855580044951677
20,265.636816074708,0.858215198605243
21,263.160462963598,0.86084640509055
22,260.686584489125,0.86345037528631
23,258.202256919784,0.866040593406371
24,255.734904465439,0.86858856369834
25,253.270665024224,0.871108900527031
26,250.800972332209,0.873610330360533
27,248.347151388611,0.876071408817023
28,245.893655508463,0.878507968646822
29,243.439059731417,0.880921413512246
30,240.978808991543,0.883316122105216
31,238.500211944485,0.885704091105929
32,236.055627388852,0.888035108596701
33,233.612542597685,0.890340702502437
34,231.159013002615,0.892632013232302
35,228.700914561201,0.894903331453305
36,226.228912534664,0.897163008537046
37,223.757460452538,0.899397633796694
38,221.288116379681,0.90160583805866
39,218.826183976305,0.903783020140441
40,216.356020313682,0.905943001500233
41,213.894527488053,0.908071008994841
42,211.426360824057,0.91018033808165
43,208.95535754114,0.912267567995623
44,206.476493533942,0.914336783096989
45,203.980726100246,0.916395161229208
46,201.463256534849,0.918446078938175
47,198.955316622841,0.920463908534118
48,196.447922032334,0.922456031093992
49,193.926771761749,0.924433608700532
50,191.40851511866,0.926383417007481
51,188.903775440574,0.928297479456857
52,186.388180000309,0.930194461417498
53,183.84205571772,0.93208856894165
54,181.287725711657,0.933962602697075
55,178.709335692208,0.935827696650166
56,176.117367714991,0.937675684344533
57,173.504934172423,0.939510944035646
58,170.895915085276,0.941316432080067
59,168.310583421097,0.943078544353226
60,165.68733984162,0.94483904233669
61,163.03242693989,0.946592637120787
62,160.365700466925,0.9483255196372
63,157.685670362117,0.950038254315703
64,155.004676534173,0.951722724915608
65,152.322976007989,0.953378742953024
66,149.609758962039,0.955024811379627
67,146.887232345382,0.956646791667821
68,144.136041768359,0.958255589767582
69,141.339782781961,0.959859573191165
70,138.549317809857,0.961428908364971
71,135.723514870686,0.962986228186595
72,132.880547842744,0.964520624502206
73,130.013475445129,0.966035135806967
74,127.125265285598,0.967527412826125
75,124.17735774093,0.96901596488304
76,121.207837800371,0.970480122227741
77,118.198559543211,0.971927731130924
78,115.176446465546,0.97334488889105
79,112.096112222068,0.974751577569549
80,108.945949970018,0.976150716992404
81,105.779219338665,0.977517020627285
82,102.540585387988,0.978872664361167
83,99.2405177547685,0.980210665489079
84,95.8950393889936,0.981522405559626
85,92.4343511375391,0.982831990663416
86,88.9500324017442,0.984101894737401
87,85.3573025424954,0.985360221325339
88,81.6684932939673,0.98659822773931
89,77.821296608111,0.987831135035829
90,73.8282119110888,0.989047888737467
91,69.7067416863271,0.99023656334886
92,65.3694733711124,0.991413758106466
93,60.7850630629629,0.992575847398326
94,55.9719009634373,0.993705035852522
95,50.7833016562008,0.994818028587276
96,45.1256997091572,0.995908325806368
97,38.8113451401154,0.99697329191506
98,31.4574477998597,0.998011616657863
99,22.1358207661053,0.999015434970236
100,0,1
