"k","error","cum_var_explained"
1,222.670550754697,0.617772460677302
2,176.022111712672,0.761146911309915
3,150.005464516439,0.826535516117199
4,130.586483810781,0.868540231160711
5,119.29745317031,0.890286832823853
6,109.320196612235,0.907870817788158
7,99.5900591353363,0.923541039642767
8,91.3586177035678,0.935657867939879
9,84.5867492769227,0.944842943953953
10,79.1307339025813,0.951728944503417
11,74.1334962179843,0.957633228274177
12,70.2817126218612,0.961921390628497
13,66.40465439228,0.966006690423467
14,63.1875979175033,0.969220603530831
15,60.5709195020427,0.971717047700622
16,57.9845144876308,0.974080867718944
17,55.5084616297242,0.976247201161753
18,53.1695018321237,0.978206770595855
19,51.2773179548414,0.979730314474811
20,49.5573052014201,0.981067334015628
21,47.9851507152229,0.98224951865831
22,46.4095348158095,0.983396072111103
23,45.1166616594779,0.984308288228433
24,43.876452794259,0.985159127731428
25,42.7969674223653,0.985880399782984
26,41.7561423084198,0.986558827770172
27,40.8391406545854,0.987142705313755
28,39.95004881821,0.9876964330547
29,39.0549482534301,0.988241591570409
30,38.1626515564487,0.988772747447799
31,37.3603636155162,0.989239843280602
32,36.5698380684846,0.989690384166119
33,35.8225470214846,0.990107425472702
34,35.1666439435192,0.990466370799572
35,34.5306409012149,0.990808091636162
36,33.9064462207529,0.991137403963021
37,33.2993499654544,0.99145193296185
38,32.7498689790419,0.991731713024735
39,32.2205544154211,0.991996822926193
40,31.6985304288225,0.992254050437122
41,31.1999183779737,0.992495818601807
42,30.7294116293263,0.992720443889603
43,30.2799950992309,0.99293181335649
44,29.8543912788539,0.993129112322552
45,29.4366442666185,0.993320053148117
46,29.0404091347044,0.993498675115357
47,28.6461383599663,0.993674008873501
48,28.2769476347303,0.993836016562437
49,27.909861095432,0.993995017334652
50,27.5595066652117,0.994144833003416
51,27.2192117825733,0.994288535295025
52,26.8809588006602,0.994429605947912
53,26.5438921154446,0.994568427072084
54,26.2158265388481,0.994701858932655
55,25.9053739059482,0.994826599054826
56,25.59261958661,0.994950761435835
57,25.2996559684715,0.995065698994573
58,25.0044130867139,0.995180192001087
59,24.7199809341309,0.995289221645373
60,24.4426549902936,0.995394326328645
61,24.1709825541406,0.995496138594712
62,23.9026297381421,0.995595589632986
63,23.6417004168139,0.995691224889196
64,23.3854341280246,0.995784129315242
65,23.1328820994735,0.995874696580854
66,22.8865578943766,0.995962083177849
67,22.6413778971733,0.99604813486781
68,22.3973516575914,0.99613286132892
69,22.1567802528158,0.996215489549167
70,21.9216470841938,0.996295387638789
71,21.693790505049,0.996371999888398
72,21.4703954188673,0.996446334928249
73,21.2460601436661,0.996520208515111
74,21.0251038335876,0.99659221092351
75,20.8138378493797,0.996660351636844
76,20.6052158457873,0.996726964283941
77,20.40094546218,0.99679153727865
78,20.1982759659629,0.996854968416368
79,19.9952690311807,0.996917870291713
80,19.7947618726834,0.996979373895912
81,19.5960240965042,0.997039723090752
82,19.3966033884058,0.997099667565992
83,19.1978934052829,0.997158788525963
84,19.0063315009437,0.997215206429869
85,18.8189388434858,0.997269848987466
86,18.6340114142917,0.997323241919935
87,18.4525461308739,0.997375122698201
88,18.2706183796502,0.997426626045723
89,18.0911599292174,0.997476930383486
90,17.916559294319,0.997525396457367
91,17.7459362229163,0.997572304346874
92,17.5745662901436,0.99761896576225
93,17.4046682032719,0.997664779444291
94,17.2387164437558,0.997709099325247
95,17.0777415436306,0.997751684362113
96,16.9168569908128,0.997793846310505
97,16.7563161240529,0.997835520393703
98,16.5964848953767,0.99787661552369
99,16.4395126893587,0.997916592191864
100,16.2828965741923,0.997956099562548
101,16.1279121868046,0.997994823028968
102,15.9746666395583,0.998032747907053
103,15.8227938557295,0.998069975829285
104,15.6715434498667,0.998106697753598
105,15.5223380520204,0.998142577582303
106,15.3758720224526,0.998177464824345
107,15.2293060797164,0.99821204477625
108,15.0831338717535,0.998246201964298
109,14.9368378800346,0.998280058234688
110,14.7918900083468,0.998313277083395
111,14.6508694190302,0.99834528500271
112,14.510949864587,0.998376739984331
113,14.3710006441105,0.998407899694624
114,14.2315336830291,0.998438651616408
115,14.0948974997217,0.998468488536547
116,13.9579209593569,0.998498110858797
117,13.8239959626851,0.998526793573984
118,13.6897306402539,0.998555271587025
119,13.5563746009212,0.998583281613946
120,13.4230024453333,0.998611020786104
121,13.289342147429,0.998638544741237
122,13.1599044565857,0.998664936629896
123,13.032111072204,0.998690739837662
124,12.904577260279,0.99871623960818
125,12.7770446883073,0.998741488363563
126,12.6504151245507,0.998766310233478
127,12.5243774174774,0.998790770591082
128,12.4001300950995,0.99881464375785
129,12.2777688141624,0.998837921915417
130,12.1553441127837,0.998860981116874
131,12.0361632147031,0.998883207356432
132,11.9171719176374,0.998905179761527
133,11.8007163373038,0.998926472559351
134,11.6838137777195,0.9989476367811
135,11.5661198263252,0.998968731428419
136,11.4508384238193,0.998989186621787
137,11.3364992469534,0.999009272233241
138,11.2244825307132,0.999028754399261
139,11.113628285497,0.999047843926732
140,11.0027313350571,0.999066751232807
141,10.8914331832208,0.99908553629935
142,10.7795780569789,0.999104222950481
143,10.6679954617557,0.999122671874035
144,10.5605725120694,0.999140251684158
145,10.4538174403165,0.999157545933322
146,10.3470584517892,0.999174665094514
147,10.2407776427659,0.999191533031178
148,10.1348084968339,0.999208178113711
149,10.0293632754651,0.999224569047624
150,9.92338787066425,0.999240869673435
151,9.81732301912351,0.999257010682615
152,9.71484241451414,0.999272441483986
153,9.61291007260758,0.999287629105497
154,9.51062025074295,0.999302708951242
155,9.40868813085533,0.999317575587665
156,9.30856968006557,0.999332021758658
157,9.20951912812055,0.999346161760643
158,9.11096744532237,0.999360080421606
159,9.0136003882968,0.999373684718816
160,8.91712125681143,0.999387020779464
161,8.82120607170415,0.999400136629488
162,8.72690782882243,0.999412893097752
163,8.63376465575199,0.999425358720535
164,8.5404527096179,0.999437712806256
165,8.4477569347735,0.999449852394568
166,8.35625991334168,0.9994617050722
167,8.26430911406467,0.999473486496714
168,8.17383451440693,0.999484951543961
169,8.08375751837375,0.999496240831213
170,7.99500851925677,0.999507241335325
171,7.90831307407368,0.999517870044654
172,7.82175736474414,0.999528366019836
173,7.73592770295524,0.999538659892341
174,7.65091245250801,0.999548744121093
175,7.56507779050761,0.999558812494882
176,7.48012200830326,0.999568665922038
177,7.39522253344779,0.999578401650343
178,7.31101913277588,0.999587947788992
179,7.22840953526043,0.99959720700584
180,7.14514633420199,0.99960643301184
181,7.06195113369153,0.999615544725024
182,6.9807952700759,0.999624330263086
183,6.90039980996268,0.999632933359513
184,6.82047057649976,0.999641387777543
185,6.74170696240228,0.999649622547453
186,6.66355533007676,0.999657698797886
187,6.58582085109478,0.999665638524174
188,6.50939671266132,0.99967335359074
189,6.43382421431251,0.999680894132543
190,6.358084411562,0.999688363020186
191,6.28172202558136,0.999695803763468
192,6.20610413381424,0.999703083368514
193,6.13233521753469,0.9997101000222
194,6.05814217114096,0.999717072390585
195,5.98603160832972,0.9997237677255
196,5.91380836523441,0.999730393162291
197,5.8412386093299,0.99973696938389
198,5.76883674493889,0.999743449476254
199,5.69698415619021,0.999749800503582
200,5.62564913226581,0.999756027041842
201,5.55564058457192,0.999762061515237
202,5.48688472397497,0.999767914461458
203,5.41810465888643,0.999773696543339
204,5.34888194183046,0.999779442194068
205,5.28087011849538,0.999785015385499
206,5.21314946802729,0.999790493856906
207,5.14627599080855,0.999795834406883
208,5.08027419600404,0.999801037736133
209,5.01432011890505,0.999806170212113
210,4.95080667995189,0.999811049369928
211,4.8876582900856,0.999815838824223
212,4.82405658275599,0.999820600514083
213,4.76089058564374,0.999825267854605
214,4.69782812707319,0.999829866179114
215,4.63563175838286,0.999834341293108
216,4.57447463790573,0.999838683475722
217,4.51316077311066,0.999842978899283
218,4.45224923401679,0.99984718874458
219,4.39305189306848,0.999851225302884
220,4.33332097376082,0.999855243482746
221,4.27378406905017,0.999859193870837
222,4.21466272520343,0.999863062605422
223,4.15542397105099,0.999866884971522
224,4.09793684574419,0.99987054258519
225,4.04224664117006,0.999874037281292
226,3.98602376048333,0.999877516898688
227,3.93082447595645,0.999880885752582
228,3.87585261967038,0.999884194038426
229,3.82107915973578,0.999887444044859
230,3.76584594761519,0.999890674491006
231,3.71127616164189,0.999893819943509
232,3.65755641480793,0.999896871553685
233,3.60340045318158,0.999899902906853
234,3.54956045617541,0.999902871750229
235,3.49599106801724,0.9999057813154
236,3.44190206655601,0.999908674212446
237,3.38972623783145,0.999911422043282
238,3.33841127039603,0.999914083597543
239,3.28692345708616,0.999916713312524
240,3.23613506319922,0.999919267261178
241,3.18568240661107,0.999921764950425
242,3.13662320759438,0.999924156020734
243,3.08831721201899,0.999926474123282
244,3.03966050068983,0.999928772685887
245,2.99145304627314,0.999931014027798
246,2.94287480339936,0.999933236363921
247,2.8962892455762,0.999935333363701
248,2.8494055706324,0.999937410000802
249,2.80249488284376,0.999939453915245
250,2.75687347393512,0.999941409112379
251,2.71178497255704,0.999943309941201
252,2.66678849632974,0.999945175642087
253,2.62243757007732,0.999946984028485
254,2.57885865745247,0.999948731396518
255,2.53554818944539,0.999950438990271
256,2.49252396828206,0.999952106663384
257,2.44950805255494,0.999953745482932
258,2.40634775446877,0.999955361130479
259,2.36419955983396,0.99995691117293
260,2.32233586937851,0.999958423639635
261,2.28044484545432,0.999959910046384
262,2.24014705477274,0.999961314388586
263,2.19944394398931,0.999962707439444
264,2.15927314731741,0.999964057227355
265,2.11964087699665,0.999965364538368
266,2.07972492535922,0.999966656729044
267,2.03980460050457,0.999967924492108
268,2.0005820771276,0.999969146164808
269,1.96261872179994,0.999970306028823
270,1.92549766863113,0.999971418672115
271,1.88898968442262,0.999972492217579
272,1.85257025045605,0.999973542684319
273,1.8163101635296,0.999974568238962
274,1.78058572974062,0.999975558819132
275,1.74507918934489,0.999976523860213
276,1.7098360543036,0.999977462520274
277,1.67446984501384,0.99997838520755
278,1.63894212909085,0.999979292691876
279,1.60450959547461,0.999980153631758
280,1.56999681802906,0.999980998234579
281,1.53524892544343,0.99998183003829
282,1.50161778459805,0.999982617380869
283,1.46761509679252,0.999983395693211
284,1.4336094149269,0.999984156245773
285,1.3993670011674,0.999984904077244
286,1.36442282774436,0.999985648596945
287,1.33044590658631,0.999986354456091
288,1.29696623343596,0.999987032574945
289,1.26420339365131,0.999987679443871
290,1.2315658985951,0.99998830738317
291,1.19926590909887,0.999988912659512
292,1.16676591548075,0.999989505448689
293,1.1362915693629,0.999990046496422
294,1.10660030709587,0.999990559869875
295,1.07701240096407,0.999991057935138
296,1.04864936453109,0.999991522710708
297,1.02042161736647,0.999991972954793
298,0.993086125260661,0.999992397258288
299,0.965400297719725,0.999992815256556
300,0.937942231425309,0.999993218143607
301,0.911529054667277,0.999993594730013
302,0.885434151764213,0.999993956215843
303,0.858829475513641,0.999994313955026
304,0.83224159073902,0.999994660565797
305,0.805860177412315,0.999994993712366
306,0.780490425299875,0.99999530396238
307,0.755042488885971,0.999995605199238
308,0.731114983576757,0.999995879330559
309,0.707428308126984,0.999996142008409
310,0.683562628053189,0.999996397922691
311,0.660321368600834,0.999996638701271
312,0.637250471068277,0.999996869478158
313,0.614735432536444,0.999997086782568
314,0.59229317030912,0.999997295606661
315,0.570693517914073,0.999997489256845
316,0.549067584255082,0.999997675936354
317,0.526831841493381,0.999997860361326
318,0.504630362060716,0.999998036896659
319,0.482254792029866,0.999998207127064
320,0.460523519367526,0.999998365066707
321,0.438226559241187,0.999998519549817
322,0.417902196446373,0.999998653688004
323,0.397427682476477,0.999998782377579
324,0.377154583675361,0.999998903432959
325,0.35696402596138,0.999999017697363
326,0.337864757208593,0.99999912000097
327,0.320411462545999,0.999999208570022
328,0.302340726401678,0.999999295323624
329,0.284274821343686,0.9999993770213
330,0.266722235550276,0.999999451578019
331,0.248530113125003,0.999999523838319
332,0.231054297092839,0.999999588448198
333,0.213667831137731,0.999999648055088
334,0.197484143152504,0.999999699350236
335,0.180829732708014,0.999999747921336
336,0.164616431251897,0.999999791097916
337,0.150083089947024,0.999999826355939
338,0.134724675333894,0.999999860076487
339,0.119620653027043,0.999999889691559
340,0.104474072318416,0.999999915857879
341,0.0900300129815127,0.999999937515682
342,0.0751318581037921,0.999999956484431
343,0.0591821329686098,0.999999972999138
344,0.0388455591294514,0.999999988367337
345,0,1
